MFile 0 1 480
MTrk
0 Meta TrkName "drums"
0 Meta InstrName "midi"
174960 Off ch=1 n=34 v=64
174962 Off ch=1 n=25 v=0
175200 On ch=1 n=25 v=100
175200 On ch=1 n=28 v=100
175202 Off ch=1 n=25 v=64
175320 On ch=1 n=34 v=100
175320 Off ch=1 n=34 v=64
175440 On ch=1 n=25 v=100
175442 Off ch=1 n=25 v=64
175680 On ch=1 n=25 v=100
175680 On ch=1 n=34 v=100
175680 Off ch=1 n=28 v=64
175680 Off ch=1 n=34 v=64
175682 Off ch=1 n=25 v=64
175922 Off ch=1 n=25 v=64
176040 On ch=1 n=34 v=100
176040 Off ch=1 n=34 v=64
176160 On ch=1 n=25 v=100
176160 On ch=1 n=28 v=100
176400 On ch=1 n=34 v=100
176400 Off ch=1 n=34 v=64
176402 Off ch=1 n=25 v=64
176640 On ch=1 n=24 v=100
176640 On ch=1 n=25 v=100
176640 Off ch=1 n=28 v=64
176640 Off ch=1 n=34 v=64
176882 Off ch=1 n=25 v=0
177120 Off ch=1 n=24 v=0
177120 On ch=1 n=25 v=100
177120 On ch=1 n=28 v=100
177120 On ch=1 n=57 v=83
177362 Off ch=1 n=25 v=64
177600 On ch=1 n=24 v=100
177600 On ch=1 n=25 v=100
177600 Off ch=1 n=28 v=0
177600 Off ch=1 n=57 v=64
177842 Off ch=1 n=25 v=64
178080 Off ch=1 n=24 v=64
178080 On ch=1 n=25 v=100
178080 On ch=1 n=28 v=100
178080 On ch=1 n=57 v=83
178322 Off ch=1 n=25 v=64
178560 On ch=1 n=24 v=100
178560 On ch=1 n=25 v=100
178560 Off ch=1 n=28 v=64
178560 Off ch=1 n=57 v=64
178802 Off ch=1 n=25 v=0
179040 Off ch=1 n=24 v=64
179040 On ch=1 n=25 v=100
179040 On ch=1 n=28 v=100
179040 On ch=1 n=57 v=83
179282 Off ch=1 n=25 v=64
179520 On ch=1 n=24 v=100
179520 On ch=1 n=25 v=100
179520 Off ch=1 n=28 v=64
179520 Off ch=1 n=57 v=64
179762 Off ch=1 n=25 v=64
180000 Off ch=1 n=24 v=64
180000 On ch=1 n=25 v=100
180000 On ch=1 n=28 v=100
180000 On ch=1 n=57 v=83
180242 Off ch=1 n=25 v=64
180480 On ch=1 n=25 v=100
180480 Off ch=1 n=28 v=64
180480 Off ch=1 n=57 v=64
180722 Off ch=1 n=25 v=0
180960 On ch=1 n=25 v=100
180960 On ch=1 n=28 v=100
181202 Off ch=1 n=25 v=64
181440 On ch=1 n=25 v=100
181440 Off ch=1 n=28 v=0
181682 Off ch=1 n=25 v=64
181920 On ch=1 n=25 v=100
181920 On ch=1 n=28 v=100
182162 Off ch=1 n=25 v=64
182400 On ch=1 n=25 v=100
182400 On ch=1 n=35 v=100
182400 Off ch=1 n=28 v=64
182640 On ch=1 n=25 v=100
182642 Off ch=1 n=25 v=0
182880 On ch=1 n=25 v=100
182880 On ch=1 n=28 v=100
182882 Off ch=1 n=25 v=64
183120 On ch=1 n=25 v=100
183122 Off ch=1 n=25 v=64
183360 On ch=1 n=25 v=100
183360 Off ch=1 n=28 v=0
183362 Off ch=1 n=25 v=64
183602 Off ch=1 n=25 v=64
183840 On ch=1 n=25 v=100
183840 On ch=1 n=28 v=100
184082 Off ch=1 n=25 v=64
184320 On ch=1 n=24 v=100
184320 On ch=1 n=25 v=100
184320 Off ch=1 n=28 v=64
184320 Off ch=1 n=35 v=0
184562 Off ch=1 n=25 v=0
184800 Off ch=1 n=24 v=0
184800 On ch=1 n=25 v=100
184800 On ch=1 n=28 v=100
184800 On ch=1 n=57 v=83
184800 On ch=1 n=57 v=83
185042 Off ch=1 n=25 v=64
185280 On ch=1 n=24 v=100
185280 On ch=1 n=25 v=100
185280 Off ch=1 n=28 v=0
185280 Off ch=1 n=57 v=64
185280 Off ch=1 n=57 v=64
185522 Off ch=1 n=25 v=64
185760 Off ch=1 n=24 v=64
185760 On ch=1 n=25 v=100
185760 On ch=1 n=28 v=100
185760 On ch=1 n=57 v=83
185760 On ch=1 n=57 v=83
186002 Off ch=1 n=25 v=64
186240 On ch=1 n=24 v=100
186240 On ch=1 n=25 v=100
186240 Off ch=1 n=28 v=64
186240 Off ch=1 n=57 v=64
186240 Off ch=1 n=57 v=64
186482 Off ch=1 n=25 v=0
186720 Off ch=1 n=24 v=64
186720 On ch=1 n=25 v=100
186720 On ch=1 n=28 v=100
186720 On ch=1 n=57 v=83
186962 Off ch=1 n=25 v=64
187200 On ch=1 n=24 v=100
187200 On ch=1 n=25 v=100
187200 Off ch=1 n=28 v=64
187200 Off ch=1 n=57 v=64
187442 Off ch=1 n=25 v=64
187680 Off ch=1 n=24 v=64
187680 On ch=1 n=25 v=100
187680 On ch=1 n=28 v=100
187680 On ch=1 n=57 v=83
187922 Off ch=1 n=25 v=64
188160 On ch=1 n=25 v=100
188160 On ch=1 n=34 v=100
188160 Off ch=1 n=28 v=64
188160 Off ch=1 n=57 v=64
188402 Off ch=1 n=25 v=0
188520 On ch=1 n=34 v=100
188520 Off ch=1 n=34 v=64
188640 On ch=1 n=25 v=100
188640 On ch=1 n=28 v=100
188880 On ch=1 n=34 v=100
188880 Off ch=1 n=34 v=64
188882 Off ch=1 n=25 v=64
189120 On ch=1 n=25 v=100
189120 Off ch=1 n=28 v=0
189240 On ch=1 n=34 v=100
189240 Off ch=1 n=34 v=64
189362 Off ch=1 n=25 v=64
189600 On ch=1 n=25 v=100
189600 On ch=1 n=28 v=100
189600 On ch=1 n=34 v=100
189600 Off ch=1 n=34 v=64
189842 Off ch=1 n=25 v=64
189960 On ch=1 n=34 v=100
189960 Off ch=1 n=34 v=64
190080 On ch=1 n=25 v=100
190080 Off ch=1 n=28 v=64
190320 On ch=1 n=25 v=100
190320 On ch=1 n=34 v=100
190320 Off ch=1 n=34 v=64
190322 Off ch=1 n=25 v=0
190560 On ch=1 n=25 v=100
190560 On ch=1 n=28 v=100
190562 Off ch=1 n=25 v=64
190680 On ch=1 n=34 v=100
190680 Off ch=1 n=34 v=64
190800 On ch=1 n=25 v=100
190802 Off ch=1 n=25 v=64
191040 On ch=1 n=25 v=100
191040 On ch=1 n=34 v=100
191040 Off ch=1 n=28 v=64
191040 Off ch=1 n=34 v=64
191042 Off ch=1 n=25 v=64
191282 Off ch=1 n=25 v=64
191400 On ch=1 n=34 v=100
191400 Off ch=1 n=34 v=64
191520 On ch=1 n=25 v=100
191520 On ch=1 n=28 v=100
191760 On ch=1 n=34 v=100
191760 Off ch=1 n=34 v=64
191762 Off ch=1 n=25 v=64
192000 On ch=1 n=24 v=100
192000 On ch=1 n=25 v=100
192000 Off ch=1 n=28 v=64
192000 Off ch=1 n=34 v=64
192242 Off ch=1 n=25 v=0
192480 Off ch=1 n=24 v=0
192480 On ch=1 n=25 v=100
192480 On ch=1 n=28 v=100
192480 On ch=1 n=57 v=83
192722 Off ch=1 n=25 v=64
192960 On ch=1 n=24 v=100
192960 On ch=1 n=25 v=100
192960 Off ch=1 n=28 v=0
192960 Off ch=1 n=57 v=64
193202 Off ch=1 n=25 v=64
193440 Off ch=1 n=24 v=64
193440 On ch=1 n=25 v=100
193440 On ch=1 n=28 v=100
193440 On ch=1 n=57 v=83
193682 Off ch=1 n=25 v=64
193920 On ch=1 n=24 v=100
193920 On ch=1 n=25 v=100
193920 Off ch=1 n=28 v=64
193920 Off ch=1 n=57 v=64
194162 Off ch=1 n=25 v=0
194400 Off ch=1 n=24 v=64
194400 On ch=1 n=25 v=100
194400 On ch=1 n=28 v=100
194400 On ch=1 n=57 v=83
194642 Off ch=1 n=25 v=64
194880 On ch=1 n=24 v=100
194880 On ch=1 n=25 v=100
194880 Off ch=1 n=28 v=64
194880 Off ch=1 n=57 v=64
195122 Off ch=1 n=25 v=64
195360 Off ch=1 n=24 v=64
195360 On ch=1 n=25 v=100
195360 On ch=1 n=28 v=100
195360 On ch=1 n=57 v=83
195602 Off ch=1 n=25 v=64
195840 On ch=1 n=25 v=100
195840 Off ch=1 n=28 v=64
195840 Off ch=1 n=57 v=64
196320 On ch=1 n=25 v=100
196320 Off ch=1 n=25 v=64
196800 On ch=1 n=25 v=100
196800 Off ch=1 n=25 v=64
197280 On ch=1 n=25 v=100
197280 Off ch=1 n=25 v=64
197760 On ch=1 n=25 v=100
197760 Off ch=1 n=25 v=64
198000 On ch=1 n=25 v=100
198000 Off ch=1 n=25 v=64
198240 On ch=1 n=25 v=100
198240 Off ch=1 n=25 v=64
198300 On ch=1 n=29 v=100
198480 On ch=1 n=25 v=100
198480 Off ch=1 n=25 v=64
198720 On ch=1 n=25 v=100
198720 Off ch=1 n=25 v=64
198960 On ch=1 n=25 v=100
198960 Off ch=1 n=25 v=64
199200 On ch=1 n=25 v=100
199200 Off ch=1 n=25 v=64
199440 On ch=1 n=25 v=100
199440 Off ch=1 n=25 v=64
199680 On ch=1 n=25 v=100
199680 Off ch=1 n=25 v=64
199680 Off ch=1 n=29 v=0
202680 Off ch=1 n=25 v=64
202680 Meta TrkEnd
TrkEnd
